book_id,search_key,book_title,book_subtitle,book_authors,book_description,industryIdentifiers,text_readingModes,image_readingModes,pageCount,categories,language,imageLinks,ratingsCount,averageRating,country,saleability,isEbook,amount_listPrice,currencyCode_listPrice,amount_retailPrice,currencyCode_retailPrice,buyLink,year,publisher
3pz3zgEACAAJ,dance,Biomechanics of Dance,No Subtitle,Melanie Lott,"This book provides a detailed theoretical analysis of human movement, building from simple physical models to more complex analyses (e.g. Lagrangian mechanics) and biomechanical models, including forces internal to the body. The book integrates principles of Physics with the functioning of the nervous and musculoskeletal systems to understand how movement in general, and dance movements specifically, can be executed.","[{'type': 'ISBN_10', 'identifier': '311064228X'}, {'type': 'ISBN_13', 'identifier': '9783110642285'}]",False,False,280,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=3pz3zgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=3pz3zgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2022,de Gruyter
5YLgwALziGQC,dance,The Australian Quarterly,No Subtitle,Unknown Author,No Description,"[{'type': 'OTHER', 'identifier': 'IND:30000146611326'}]",False,False,542,Australia,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=5YLgwALziGQC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=5YLgwALziGQC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1967,Unknown Publisher
jUJKAAAAQBAJ,dance,Dancing Through It,My Journey in the Ballet,Jenifer Ringer,"“A glimpse into the fragile psyche of a dancer.” —The Washington Post Jenifer Ringer, a principal dancer with the New York City Ballet, was thrust into the headlines after her weight was commented on by a New York Times critic, and her response ignited a public dialogue about dance and weight. Ballet aficionados and aspiring performers of all ages will want to join Ringer behind the scenes as she shares her journey from student to star and candidly discusses both her struggle with an eating disorder and the media storm that erupted after the Times review. An unusually upbeat account of life on the stage, Dancing Through It is also a coming-of-age story and an inspiring memoir of faith and of triumph over the body issues that torment all too many women and men.","[{'type': 'ISBN_13', 'identifier': '9780698151505'}, {'type': 'ISBN_10', 'identifier': '069815150X'}]",True,False,335,Performing Arts,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=jUJKAAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=jUJKAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,FOR_SALE,True,573.03,INR,286.52,INR,https://play.google.com/store/books/details?id=jUJKAAAAQBAJ&rdid=book-jUJKAAAAQBAJ&rdot=1&source=gbs_api,2014,Penguin
H0YGSNeA2BwC,dance,Peabody Bulletin,No Subtitle,Unknown Author,No Description,"[{'type': 'OTHER', 'identifier': 'UIUC:30112113353186'}]",False,False,660,Music,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=H0YGSNeA2BwC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=H0YGSNeA2BwC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1931,Unknown Publisher
gBPqAAAAMAAJ,dance,Dance in Indian Painting,No Subtitle,Kapila Vatsyayan,No Description,"[{'type': 'OTHER', 'identifier': 'UOM:39015015251294'}]",False,False,528,Art,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=gBPqAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=gBPqAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1982,New Delhi : Abhinav
j1AhAAAAMAAJ,dance,The Australian Encyclopaedia,No Subtitle,Unknown Author,No Description,"[{'type': 'OTHER', 'identifier': 'UOM:39015051343088'}]",False,False,618,Australia,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=j1AhAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=j1AhAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1958,Unknown Publisher
BnT-DwAAQBAJ,dance,Dances and Dreams on Diamond Street,No Subtitle,Craig Revel Horwood,"An offbeat, funny and heartwarming romantic novel from the fabulous King of Strictly, Craig Revel Horwood.","[{'type': 'ISBN_13', 'identifier': '9781789292497'}, {'type': 'ISBN_10', 'identifier': '1789292492'}]",True,True,376,Performing Arts,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=BnT-DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=BnT-DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,FOR_SALE,True,106.13,INR,106.13,INR,https://play.google.com/store/books/details?id=BnT-DwAAQBAJ&rdid=book-BnT-DwAAQBAJ&rdot=1&source=gbs_api,2020,Michael O'Mara Books
7OJoAAAAMAAJ,dance,Mester : literary journal of the graduate students of the Department of Spanish and Portuguese...,No Subtitle,Unknown Author,No Description,"[{'type': 'OTHER', 'identifier': 'UOM:39015066337273'}]",False,False,304,Latin American literature,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=7OJoAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=7OJoAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2007,Unknown Publisher
sbFJAAAAMAAJ,dance,The Progress of Television: an Anglo-American Survey,No Subtitle,"A. William Bluem, Roger Manvell",No Description,"[{'type': 'OTHER', 'identifier': 'UOM:39015001424848'}]",False,False,340,Television broadcasting,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=sbFJAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=sbFJAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1967,Unknown Publisher
ZvvNAAAAMAAJ,dance,The Magazine Subject-index,No Subtitle,Unknown Author,Contains the cumulation of the subject index issued in the quarterly numbers of the Bulletin of bibliography and magazine subject-index.,"[{'type': 'OTHER', 'identifier': 'IND:30000093620247'}]",False,False,754,American periodicals,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=ZvvNAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=ZvvNAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1936,Unknown Publisher
ixKXXunq6-wC,dance,Josephine,The Dazzling Life of Josephine Baker,Patricia Hruby Powell,"Coretta Scott King Book Award, Illustrator, Honor Robert F. Sibert Informational Book Award, Honor Boston Globe–Horn Book Award, Nonfiction Honor In exuberant verse and stirring pictures, Patricia Hruby Powell and Christian Robinson create an extraordinary portrait for young people of the passionate performer and civil rights advocate Josephine Baker, the woman who worked her way from the slums of St. Louis to the grandest stages in the world. Meticulously researched by both author and artist, Josephine's powerful story of struggle and triumph is an inspiration and a spectacle, just like the legend herself.","[{'type': 'ISBN_13', 'identifier': '9781452129716'}, {'type': 'ISBN_10', 'identifier': '1452129711'}]",True,True,107,Juvenile Nonfiction,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=ixKXXunq6-wC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=ixKXXunq6-wC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,FOR_SALE,True,1026.6,INR,513.3,INR,https://play.google.com/store/books/details?id=ixKXXunq6-wC&rdid=book-ixKXXunq6-wC&rdot=1&source=gbs_api,2014,Chronicle Books
C214lqDaA70C,dance,The Red Shoes,No Subtitle,"Michael Powell, Emeric Pressberger",No Description,"[{'type': 'ISBN_10', 'identifier': '0380378124'}, {'type': 'ISBN_13', 'identifier': '9780380378128'}]",False,False,260,Fiction,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=C214lqDaA70C&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=C214lqDaA70C&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1978,MacMillan Publishing Company
vKR2AgAAQBAJ,dance,The Glimpse of Indian Classical Dance,No Subtitle,Shubhada Varadkar,"About the book: In India there are several dance forms in vogue and among them seven dance forms Bharatnatyam, Kathak, Kathakali, Kuchipudi, Manipuri, Mohiniyattam, and Odissi which are recognize by the majority of scholars and art lovers as classical dance forms. Each of these seven classical dances has a tradition of several thousand years. These seven dance forms have established themselves as classical dance on the basis of historical background, purity, technical complexities, and maturity. Each of the classical style come from a specific region of India and is governed by certain rules. These rules are applied either consciously or instinctively and are governed by Bharat Muni’s “Natyashastra.” These dances are performed adopting specific music.","[{'type': 'ISBN_13', 'identifier': '9788192570907'}, {'type': 'ISBN_10', 'identifier': '8192570908'}]",True,True,83,Uncategorized,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=vKR2AgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=vKR2AgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,FOR_SALE,True,200.0,INR,140.0,INR,https://play.google.com/store/books/details?id=vKR2AgAAQBAJ&rdid=book-vKR2AgAAQBAJ&rdot=1&source=gbs_api,2012,"Krimiga Books, Krimiga Content Development Pvt. Ltd."
uR9HC6Xg8coC,dance,Makurdi Journal of Arts and Culture,No Subtitle,Unknown Author,No Description,"[{'type': 'OTHER', 'identifier': 'UFL:31262072776098'}]",False,False,120,Arts,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=uR9HC6Xg8coC&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=uR9HC6Xg8coC&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1997,Unknown Publisher
ODq00AEACAAJ,dance,Reflections of Dance Along the Brahmaputra,Celebrating Dance in North East India,"Ralph Buck, Debarshi Prasad Nath, Barbara Snook","This volume brings a critical lens to dance and culture within North East India. Dance for people of North East India, as elsewhere, is also a way of declaring, establishing, celebrating, and asserting humans' relationship with nature.","[{'type': 'ISBN_10', 'identifier': '1032504986'}, {'type': 'ISBN_13', 'identifier': '9781032504988'}]",False,False,0,History,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=ODq00AEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=ODq00AEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2023,Routledge India
DX3SEAAAQBAJ,dance,Winter Season,"A Dancer's Journal, with a new preface",Toni Bentley,"An irresistible inside look at one of the world's great dance companies, Winter Season is also a sensitive, intimate, and almost painfully honest account of the emotional and intellectual development of a young woman dedicated to one of the most demanding of all the arts. Bentley's association with the New York City Ballet began when she was accepted by the affiliated School of American Ballet at the age of eleven. Seven years later, she became a member of the company. In the fall of 1980, as the winter season opened, she found herself facing an emotional crisis: her dancing was not going well. At 22 she felt that her life had lost direction. To try to make something of her experience, on paper if not on stage, she began to keep a journal, describing her day-to-day activities and looking back on her past. The result is perhaps the closest that most of us will ever come to knowing what it feels like to be a dancer, on stage and off. It also offers memorable glimpses of some notable members of the City ballet, with, at the center, the man whose vision they all served--George Balanchine.","[{'type': 'ISBN_13', 'identifier': '9780813040929'}, {'type': 'ISBN_10', 'identifier': '0813040922'}]",True,True,163,Biography & Autobiography,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=DX3SEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=DX3SEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2003,University Press of Florida
IvFGAAAAMAAJ,dance,Encyclopedia Americana: Indian to Jeffers,No Subtitle,Unknown Author,No Description,"[{'type': 'OTHER', 'identifier': 'UOM:39015062572410'}]",False,False,928,Encyclopedias and dictionaries,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=IvFGAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=IvFGAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2005,Unknown Publisher
rVLXDwAAQBAJ,dance,What You Become in Flight,A Memoir,Ellen O'Connell Whittet,"""Poignant and exquisite""--The Los Angeles Review of Books ""An inspiring and powerful book""--Booklist ""A genuinely absorbing read""--Kirkus ""Revelatory, honest, and wondrous.""--Chanel Miller, author of Know My Name A lyrical and meditative memoir on the damage we inflict in the pursuit of perfection, the pain of losing our dreams, and the power of letting go of both. With a promising career in classical ballet ahead of her, Ellen O'Connell Whittet was devastated when a misstep in rehearsal caused a career-ending injury. Ballet was the love of her life. She lived for her moments under the glare of the stage-lights--gliding through the air, pretending however fleetingly to effortlessly defy gravity. Yet with a debilitating injury forcing her to reconsider her future, she also began to reconsider what she had taken for granted in her past. Beneath every perfect arabesque was a foot, disfigured by pointe shoes, stuffed--taped and bleeding--into a pink, silk slipper. Behind her ballerina's body was a young girl starving herself into a fragile collection of limbs. Within her love of ballet was a hatred of herself for struggling to achieve the perfection it demanded of her. In this raw and redemptive debut memoir, Ellen O'Connell Whittet explores the silent suffering of the ballerina--and finds it emblematic of the violence that women quietly shoulder every day. For O'Connell Whittet, letting go of one meant confronting the other--only then was it possible to truly take flight.","[{'type': 'ISBN_13', 'identifier': '9781612198323'}, {'type': 'ISBN_10', 'identifier': '1612198325'}]",False,False,241,Biography & Autobiography,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=rVLXDwAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=rVLXDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,2020,Melville House
FHsqAAAAMAAJ,dance,Annual Report of the Board of Metropolitan Police of the Metropolitan Police District,No Subtitle,New York (N.Y.). Police Department,No Description,"[{'type': 'OTHER', 'identifier': 'UOM:39015039713758'}]",False,False,1532,Crime,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=FHsqAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=FHsqAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1964,Unknown Publisher
S9RKAQAAMAAJ,dance,The Colorado Magazine,No Subtitle,Unknown Author,No Description,"[{'type': 'OTHER', 'identifier': 'UIUC:30112042521820'}]",False,False,1338,Colorado,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=S9RKAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=S9RKAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api'}",0,0.0,IN,NOT_FOR_SALE,False,0.0,USD,0.0,USD,No Link,1929,Unknown Publisher
Tt-sCAAAQBAJ,dance,Up to This Pointe,No Subtitle,Jennifer Longo,"Harper had a plan. It went south. Hand this utterly unique contemporary YA to anyone who loves ballet or is a little too wrapped up in their Plan A. (It's okay to fail, people!) Harper Scott is a dancer. She and her best friend, Kate, have one goal: becoming professional ballerinas. And Harper won’t let anything—or anyone—get in the way of The Plan, not even the boy she and Kate are both drawn to. Harper is a Scott. She’s related to Robert Falcon Scott, the explorer who died racing Amundsen and Shackleton to the South Pole. Amundsen won because he had a plan, and Harper has always followed his model. So when Harper’s life takes an unexpected turn, she finagles (read: lies) her way to the icy dark of McMurdo Station . . . in Antarctica. Extreme, but somehow fitting—apparently she has always been in the dark, dancing on ice this whole time. And no one warned her. Not her family, not her best friend, not even the boy who has somehow found a way into her heart. It will take a visit from Shackleton's ghost--the explorer who didn't make it to the South Pole, but who got all of his men out alive--to teach Harper that success isn't always what's important, sometimes it's more important to learn how to fail successfully. A Kids' Indie Next List Selection ""Longo makes Harper a standout character of fire, commitment, and sass."" —The Bulletin, Starred Review ""A stunning love letter to ballet and San Francisco, Jennifer Longo's (Six Feet Over It) quirky sophomore novel, Up to This Pointe, is the perfect meld of adorable and heart-wrenching."" —Shelf Awareness, Starred Review ""One of the most breathtaking explorations of navigating heartbreak that I've ever read. This is one for the ages."" —Martha Brockenbrough, author of The Game of Love and Death ""Longo's book brings the reader intimately into Harper's heartbreak and healing in a way that will speak to readers of all ages."" —Anna Eklund, University Book Store, Seattle, WA ""Incisively written. Longo makes it easy to commiserate with Harper as she tries to move past disappointment and envision a new path forward."" —Publishers Weekly ""A moving love letter to dance, dreams, and San Francisco."" —Kirkus Reviews ""Harper is a well-developed, relatable character. Her inner monologue is witty and dominates most of the novel, giving a unique perspective. . . . A recommended read for determined teens with an interest in following and exploring their dreams."" —School Library Journal ""Harper’s temporary Antarctic life is evoked with as much vivid, fascinating detail as her 'second home,' the ballet studio. . . . An affecting, memorable examination of disappointment and loss."" —The Horn Book Review ""Longo's fabulous depiction of McMurdo and the winter residents captures the beauty, humor, and danger of such an isolated existence. An adventure story with lots of heart."" —Booklist","[{'type': 'ISBN_13', 'identifier': '9780553537697'}, {'type': 'ISBN_10', 'identifier': '0553537695'}]",True,False,370,Young Adult Fiction,en,"{'smallThumbnail': 'http://books.google.com/books/content?id=Tt-sCAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api', 'thumbnail': 'http://books.google.com/books/content?id=Tt-sCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api'}",0,0.0,IN,FOR_SALE,True,429.46,INR,300.62,INR,https://play.google.com/store/books/details?id=Tt-sCAAAQBAJ&rdid=book-Tt-sCAAAQBAJ&rdot=1&source=gbs_api,2016,Random House Books for Young Readers
